web-scraper-order,web-scraper-start-url,Link,Link-href,name,price,capacity,type,frequency,latency,image-src
"1698056139-375","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/632669-pamiec-ram-ddr4-goodram-16gb-1x16gb-3200mhz-cl16-irdm-x-black.html","GOODRAM 16GB (1x16GB) 3200MHz CL16 IRDM X Black","179,00 zł","16 GB","DDR4","3200 MHz","CL 16","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2017/12/pr_2017_12_5_13_28_55_940_00.jpg"
"1698056148-376","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/667801-pamiec-ram-ddr4-kingston-fury-32gb-2x16gb-3200mhz-cl16-beast-rgb.html","Kingston FURY 32GB (2x16GB) 3200MHz CL16 Beast RGB","379,00 zł","32 GB","DDR4","3200 MHz","CL 16","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/7/pr_2021_7_9_14_28_8_356_02.jpg"
"1698056154-377","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/667559-pamiec-ram-ddr4-kingston-fury-32gb-2x16gb-3733mhz-cl19-beast-black.html","Kingston FURY 32GB (2x16GB) 3733MHz CL19 Beast Black","389,00 zł","32 GB","DDR4","3733 MHz","CL 19","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/7/pr_2021_7_7_14_16_12_451_02.jpg"
"1698056161-378","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/738874-pamiec-ram-ddr4-corsair-32gb-2x16gb-3600mhz-cl18-vengeance-rgb-pro.html","Corsair 32GB (2x16GB) 3600MHz CL18 Vengeance RGB PRO","429,00 zł","32 GB","DDR4","3600 MHz","CL 18","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/4/pr_2022_4_5_13_3_10_510_00.jpg"
"1698056166-379","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/1053952-pamiec-ram-ddr4-goodram-32gb-2x16gb-3600mhz-cl18-irdm-pro-white.html","GOODRAM 32GB (2x16GB) 3600MHz CL18 IRDM PRO White","359,00 zł","32 GB","DDR4","3600 MHz","CL 18","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/7/pr_2022_7_5_8_29_31_669_00.jpg"
"1698056174-380","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/641110-pamiec-ram-ddr4-patriot-32gb-2x16gb-3600mhz-cl18-viper-blackout.html","Patriot 32GB (2x16GB) 3600MHz CL18 Viper Blackout","329,00 zł","32 GB","DDR4","3600 MHz","CL 18","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/2/pr_2021_2_10_13_47_16_810_00.jpg"
"1698056179-381","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/742760-pamiec-ram-ddr4-goodram-16gb-1x16gb-3200mhz-cl16-irdm-x-black.html","GOODRAM 16GB (1x16GB) 3200MHz CL16 IRDM X Black","169,00 zł","16 GB","DDR4","3200 MHz","CL 16","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2017/12/pr_2017_12_5_13_28_55_940_00.jpg"
"1698056185-382","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/1143726-pamiec-ram-ddr4-lexar-16gb-2x8gb-3600mhz-cl18-thor-white.html","Lexar 16GB (2x8GB) 3600Mhz CL18 Thor White","199,00 zł","16 GB","DDR4","3600 MHz","CL 18","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/5/pr_2023_5_11_14_52_12_62_07.jpg"
"1698056190-383","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/1116786-pamiec-ram-ddr5-corsair-64gb-2x32gb-6600mhz-cl32-vengeance.html","Corsair 64GB (2x32GB) 6600MHz CL32 Vengeance","1 129,00 zł","64 GB","DDR5","6600 MHz","CL 32","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/1/pr_2022_1_4_8_18_54_958_00.jpg"
"1698056196-384","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/624127-pamiec-ram-ddr4-corsair-32gb-2x16gb-3600mhz-cl18-vengeance-rgb-pro-sl-w.html","Corsair 32GB (2x16GB) 3600MHz CL18 Vengeance RGB PRO SL W","409,00 zł","32 GB","DDR4","3600 MHz","CL 18","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/1/pr_2021_1_21_10_23_18_110_00.jpg"
"1698056203-385","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/1072117-pamiec-ram-ddr5-kingston-fury-32gb-2x16gb-6000mhz-cl36-beast-rgb-expo-amd.html","Kingston FURY 32GB (2x16GB) 6000MHz CL36 Beast RGB EXPO AMD","639,00 zł","32 GB","DDR5","6000 MHz","CL 36","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/9/pr_2022_9_13_13_25_1_187_00.jpg"
"1698056208-386","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/1167796-pamiec-ram-ddr5-corsair-32gb-2x16gb-6000mhz-cl30-vengeance-rgb-amd-expo.html","Corsair 32GB (2x16GB) 6000MHz CL30 Vengeance RGB AMD EXPO","649,00 zł","32 GB","DDR5","6000 MHz","CL 30","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/10/pr_2022_10_12_12_12_6_78_02.jpg"
"1698056213-387","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/419244-pamiec-ram-ddr4-goodram-8gb-1x8gb-2666mhz-cl19.html","GOODRAM 8GB (1x8GB) 2666MHz CL19","90,00 zł","8 GB","DDR4","2666 MHz","CL 19","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2017/10/pr_2017_10_23_8_40_36_522_00.jpg"
"1698056220-388","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/667185-pamiec-ram-ddr4-kingston-fury-32gb-2x16gb-2666mhz-cl16-beast-black.html","Kingston FURY 32GB (2x16GB) 2666MHz CL16  Beast Black","339,00 zł","32 GB","DDR4","2666 MHz","CL 16","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/7/pr_2021_7_7_14_16_12_451_02.jpg"
"1698056226-389","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/601993-pamiec-ram-ddr4-corsair-16gb-2x8gb-3600mhz-cl18-vengeance.html","Corsair 16GB (2x8GB) 3600MHz CL18 Vengeance","199,00 zł","16 GB","DDR4","3600 MHz","CL 18","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2017/7/pr_2017_7_21_9_16_53_701.jpg"
"1698056233-390","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/667492-pamiec-ram-ddr4-kingston-fury-64gb-2x32gb-3200mhz-cl16-beast-black.html","Kingston FURY 64GB (2x32GB) 3200MHz CL16 Beast Black","669,00 zł","64 GB","DDR4","3200 MHz","CL 16","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/7/pr_2021_7_7_14_16_12_451_02.jpg"
"1698056241-391","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/667824-pamiec-ram-ddr4-kingston-fury-16gb-2x8gb-3600mhz-cl17-beast-rgb.html","Kingston FURY 16GB (2x8GB) 3600MHz CL17 Beast RGB","249,00 zł","16 GB","DDR4","3600 MHz","CL 17","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/7/pr_2021_7_9_14_28_8_356_02.jpg"
"1698056250-392","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/656646-pamiec-ram-ddr4-corsair-32gb-2x16gb-3200mhz-cl16-vengeance-pro-rgb.html","Corsair 32GB (2x16GB) 3200MHz CL16 Vengeance PRO RGB","399,00 zł","32 GB","DDR4","3200 MHz","CL 16","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2018/7/pr_2018_7_24_18_16_10_97_06.jpg"
"1698056258-393","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/667525-pamiec-ram-ddr4-kingston-fury-32gb-2x16gb-3600mhz-cl18-beast-black.html","Kingston FURY 32GB (2x16GB) 3600MHz CL18 Beast Black","389,00 zł","32 GB","DDR4","3600 MHz","CL 18","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/7/pr_2021_7_7_14_16_12_451_02.jpg"
"1698056264-394","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/265068-pamiec-ram-ddr4-patriot-16gb-2x8gb-3200mhz-cl16-viper-4.html","Patriot 16GB (2x8GB) 3200MHz CL16 Viper 4","189,00 zł","16 GB","DDR4","3200 MHz","CL 16","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2019/2/pr_2019_2_13_11_24_37_807_00.jpg"
"1698056269-395","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/680138-pamiec-ram-ddr4-corsair-16gb-2x8gb-3200mhz-cl16-vengeance-lpx-black.html","Corsair 16GB (2x8GB) 3200MHz CL16 Vengeance LPX Black","189,00 zł","16 GB","DDR4","3200 MHz","CL 16","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2017/7/pr_2017_7_21_9_2_18_513.jpg"
"1698056277-396","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/482929-pamiec-ram-ddr4-patriot-16gb-2x8gb-3600mhz-cl17-viper-steel.html","Patriot 16GB (2x8GB) 3600MHz CL17 Viper Steel","209,00 zł","16 GB","DDR4","3600 MHz","CL 17","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2019/2/pr_2019_2_1_13_8_17_828_00.jpg"
"1698056283-397","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/266771-pamiec-ram-ddr4-gskill-16gb-2x8gb-3200mhz-cl16-ripjaws-v-black.html","G.SKILL 16GB (2x8GB) 3200MHz CL16 Ripjaws V Black","219,00 zł","16 GB","DDR4","3200 MHz","CL 16","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2017/7/pr_2017_7_25_8_19_38_351.jpg"
"1698056292-398","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/667221-pamiec-ram-ddr4-kingston-fury-16gb-2x8gb-2666mhz-cl16-beast-black.html","Kingston FURY 16GB (2x8GB) 2666MHz CL16 Beast Black","199,00 zł","16 GB","DDR4","2666 MHz","CL 16","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/7/pr_2021_7_7_14_16_12_451_02.jpg"
"1698056300-399","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/266765-pamiec-ram-ddr4-gskill-32gb-2x16gb-3200mhz-cl16-ripjaws-v-black.html","G.SKILL 32GB (2x16GB) 3200MHz CL16  Ripjaws V Black","389,00 zł","32 GB","DDR4","3200 MHz","CL 16","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2017/7/pr_2017_7_25_8_18_33_145.jpg"
"1698056311-400","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/667789-pamiec-ram-ddr4-kingston-fury-16gb-2x8gb-3200mhz-cl16-beast-rgb.html","Kingston FURY 16GB (2x8GB) 3200MHz CL16 Beast RGB","239,00 zł","16 GB","DDR4","3200 MHz","CL 16","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/7/pr_2021_7_9_14_28_8_356_02.jpg"
"1698056317-401","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/591878-pamiec-ram-ddr4-patriot-16gb-2x8gb-3600mhz-cl18-viper-steel.html","Patriot 16GB (2x8GB) 3600MHz CL18 Viper Steel","189,00 zł","16 GB","DDR4","3600 MHz","CL 18","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2019/2/pr_2019_2_1_13_8_17_828_00.jpg"
"1698056327-402","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/340079-pamiec-ram-ddr4-gskill-16gb-2x8gb-3000mhz-cl16-aegis.html","G.SKILL 16GB (2x8GB) 3000MHz CL16  Aegis","180,00 zł","16 GB","DDR4","3000 MHz","CL 16","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2017/7/pr_2017_7_25_8_30_15_211.jpg"
"1698056333-403","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/441852-pamiec-ram-ddr4-corsair-16gb-2x8gb-3200mhz-cl16-vengeance-rgb-pro.html","Corsair 16GB (2x8GB)  3200MHz CL16 Vengeance RGB Pro","259,00 zł","16 GB","DDR4","3200 MHz","CL 16","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2018/7/pr_2018_7_24_18_16_10_97_06.jpg"
"1698056339-404","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/680140-pamiec-ram-ddr4-corsair-32gb-2x16gb-3200mhz-cl16-vengeance-lpx-black.html","Corsair 32GB (2x16GB) 3200MHz CL16 Vengeance LPX Black","359,00 zł","32 GB","DDR4","3200 MHz","CL 16","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2017/7/pr_2017_7_21_9_2_18_513.jpg"
"1698056348-405","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/1063540-pamiec-ram-ddr5-kingston-fury-32gb-2x16gb-6000mhz-cl32-renegade-silver.html","Kingston FURY 32GB (2x16GB) 6000MHz CL32 Renegade Silver","619,00 zł","32 GB","DDR5","6000 MHz","CL 32","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/8/pr_2022_8_11_11_23_15_994_00.jpg"
"1698056352-406","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/668087-pamiec-ram-ddr4-kingston-fury-16gb-2x8gb-3600mhz-cl16-renegade-black.html","Kingston FURY 16GB (2x8GB) 3600MHz CL16 Renegade Black","239,00 zł","16 GB","DDR4","3600 MHz","CL 16","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/7/pr_2021_7_12_12_39_4_156_02.jpg"
"1698056358-407","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/712114-pamiec-ram-ddr5-corsair-32gb-2x16gb-5600mhz-cl36-vengeance.html","Corsair 32GB (2x16GB) 5600Mhz CL36 Vengeance","499,00 zł","32 GB","DDR5","5600 MHz","CL 36","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/1/pr_2022_1_7_13_10_7_257_03.jpg"
"1698056364-408","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/176066-pamiec-ram-ddr3-goodram-8gb-1x8gb-1600mhz-cl11.html","GOODRAM 8GB (1x8GB) 1600MHz CL11","85,00 zł","8 GB","DDR3","1600 MHz","CL 11","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/1/pr_2021_1_7_17_31_27_117_00.jpg"
"1698056372-409","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/667484-pamiec-ram-ddr4-kingston-fury-32gb-2x16gb-3200mhz-cl16-beast-black.html","Kingston FURY 32GB (2x16GB) 3200MHz CL16 Beast Black","349,00 zł","32 GB","DDR4","3200 MHz","CL 16","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/7/pr_2021_7_7_14_16_12_451_02.jpg"
"1698056380-410","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/545500-pamiec-ram-ddr4-patriot-16gb-2x8gb-3200mhz-cl16-viper-steel.html","Patriot 16GB (2x8GB) 3200MHz CL16 Viper Steel","189,00 zł","16 GB","DDR4","3200 MHz","CL 16","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2019/2/pr_2019_2_1_13_8_17_828_00.jpg"
"1698056386-411","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/420913-pamiec-ram-sodimm-ddr3-goodram-8gb-1x8gb-1600mhz-cl11.html","GOODRAM 8GB (1x8GB) 1600MHz CL11","79,00 zł","8 GB","DDR3L","1600 MHz","CL 11","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2018/4/pr_2018_4_3_8_35_50_169_01.jpg"
"1698056395-412","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/1072089-pamiec-ram-ddr5-kingston-fury-32gb-2x16gb-6000mhz-cl36-beast-black-expo-amd.html","Kingston FURY 32GB (2x16GB) 6000MHz CL36 Beast Black EXPO AMD","589,00 zł","32 GB","DDR5","6000 MHz","CL 36","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/9/pr_2022_9_13_13_19_33_333_00.jpg"
"1698056401-413","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/1165538-pamiec-ram-ddr5-lexar-32gb-2x16gb-6400mhz-cl32-ares-gaming-rgb.html","Lexar 32GB (2x16GB) 6400MHz CL32 Ares Gaming RGB","539,00 zł","32 GB","DDR5","6400 MHz","CL 32","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/8/pr_2023_8_3_13_7_52_603_00.jpg"
"1698056409-414","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/539243-pamiec-ram-ddr4-gskill-16gb-2x8gb-3200mhz-cl16-aegis.html","G.SKILL 16GB (2x8GB) 3200MHz CL16 Aegis","189,00 zł","16 GB","DDR4","3200 MHz","CL 16","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2020/1/pr_2020_1_16_15_27_23_437_02.jpg"
"1698056413-415","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/1058521-pamiec-ram-ddr4-lexar-16gb-2x8gb-3200mhz-cl16-thor.html","Lexar 16GB (2x8GB) 3200MHz CL16 Thor","179,00 zł","16 GB","DDR4","3200 MHz","CL 16","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/7/pr_2022_7_26_8_53_33_828_00.jpg"
"1698056419-416","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/647614-pamiec-ram-ddr4-goodram-16gb-2x8gb-3600mhz-cl18-irdm-pro-deep-black.html","GOODRAM 16GB (2x8GB) 3600MHz CL18 IRDM PRO Deep Black","209,00 zł","16 GB","DDR4","3600 MHz","CL 18","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/4/pr_2021_4_27_12_53_46_809_00.jpg"
"1698056427-417","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/1085665-pamiec-ram-ddr4-patriot-32gb-2x16gb-3600mhz-cl18-viper-steel.html","Patriot 32GB (2x16GB) 3600MHz CL18 Viper Steel","339,00 zł","32 GB","DDR4","3600 MHz","CL 18","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2019/2/pr_2019_2_1_13_8_17_828_00.jpg"
"1698056432-418","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/1184835-pamiec-ram-ddr5-lexar-32gb-2x16gb-6000mhz-cl30-ares-rgb.html","Lexar 32GB (2x16GB) 6000MHz CL30 Ares RGB","519,00 zł","32 GB","DDR5","6000 MHz","CL 30","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/8/pr_2023_8_3_13_7_52_603_00.jpg"
"1698056441-419","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/497386-pamiec-ram-ddr4-patriot-32gb-2x16gb-3200mhz-cl16-viper-steel.html","Patriot 32GB (2x16GB) 3200MHz CL16 Viper Steel","315,00 zł","32 GB","DDR4","3200 MHz","CL 16","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2019/2/pr_2019_2_1_13_8_17_828_00.jpg"
"1698056446-420","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/717170-pamiec-ram-ddr4-goodram-32gb-2x16gb-3200mhz-cl16-irdm-x.html","GOODRAM 32GB (2x16GB) 3200MHz CL16 IRDM X","327,00 zł","32 GB","DDR4","3200 MHz","CL 16","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/2/pr_2022_2_22_13_20_43_256_00.jpg"
"1698056452-421","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/1075042-pamiec-ram-ddr4-lexar-32gb-2x16gb-3200mhz-cl16-thor.html","Lexar 32GB (2x16GB) 3200MHz CL16 Thor","305,00 zł","32 GB","DDR4","3200 MHz","CL 16","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/7/pr_2022_7_26_8_53_33_828_00.jpg"
"1698056457-422","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/1143729-pamiec-ram-ddr4-lexar-32gb-2x16gb-3600mhz-cl18-thor-white.html","Lexar 32GB (2x16GB) 3600Mhz CL18 Thor White","319,00 zł","32 GB","DDR4","3600 MHz","CL 18","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/5/pr_2023_5_29_12_59_8_573_00.jpg"
"1698056467-423","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/667516-pamiec-ram-ddr4-kingston-fury-16gb-2x8gb-3600mhz-cl17-beast-black.html","Kingston FURY 16GB (2x8GB) 3600MHz CL17 Beast Black","219,00 zł","16 GB","DDR4","3600 MHz","CL 17","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/7/pr_2021_7_7_14_16_12_451_02.jpg"
"1698056474-424","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/667289-pamiec-ram-ddr4-kingston-fury-32gb-2x16gb-3200mhz-cl16-beast-black.html","Kingston FURY 32GB (2x16GB) 3200MHz CL16 Beast Black","349,00 zł","32 GB","DDR4","3200 MHz","CL 16","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/7/pr_2021_7_7_14_16_12_451_02.jpg"
"1698056479-425","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/668100-pamiec-ram-ddr4-kingston-fury-32gb-2x16gb-3600mhz-cl16-renegade-black.html","Kingston FURY 32GB (2x16GB) 3600MHz CL16 Renegade Black","409,00 zł","32 GB","DDR4","3600 MHz","CL 16","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/7/pr_2021_7_12_12_39_4_156_02.jpg"
"1698056488-426","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/667295-pamiec-ram-ddr4-kingston-fury-16gb-2x8gb-3200mhz-cl16-beast-black.html","Kingston FURY 16GB (2x8GB) 3200MHz CL16 Beast Black","205,00 zł","16 GB","DDR4","3200 MHz","CL 16","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/7/pr_2021_7_7_14_16_12_451_02.jpg"
"1698056492-427","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/647620-pamiec-ram-ddr4-goodram-32gb-2x16gb-3600mhz-cl18-irdm-pro-deep-black.html","GOODRAM 32GB (2x16GB) 3600MHz CL18 IRDM PRO Deep Black","379,00 zł","32 GB","DDR4","3600 MHz","CL 18","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/4/pr_2021_4_27_12_55_1_344_02.jpg"
