web-scraper-order,web-scraper-start-url,link,link-href,name,price,diagonal,resolution,matrix,image-src
"1698058058-599","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1169571-monitor-led-27-aoc-agon-pro-ag276qzd.html","AOC AGON PRO AG276QZD","4 209,00 zł","26,5""","2560 x 1440","OLED","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/8/pr_2023_8_23_13_44_48_873_00.jpg"
"1698058066-600","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1169573-monitor-led-27-aoc-q27e3umf.html","AOC Q27E3UMF","829,00 zł","27""","2560 x 1440","LED, VA","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/8/pr_2023_8_23_8_29_45_574_00.jpg"
"1698058073-601","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1177676-monitor-led-24-iiyama-t2453mis-b1-dotykowy.html","iiyama T2453MIS-B1 dotykowy","1 619,00 zł","23,6""","1920 x 1080","LED, VA","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/9/pr_2023_9_14_8_37_53_185_00.jpg"
"1698058078-602","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1179093-monitor-led-32-i-wiekszy-acer-predator-x45bmiiphuzx-oled.html","Acer Predator X45BMIIPHUZX OLED","8 499,00 zł","44,5""","3440 x 1440","OLED","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/9/pr_2023_9_20_12_21_5_163_00.jpg"
"1698058089-603","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/333303-monitor-led-24-iiyama-xu2492hsu-b1.html","iiyama XU2492HSU-B1","599,00 zł","23,8""","1920 x 1080","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2017/6/pr_2017_6_22_15_32_27_202.jpg"
"1698058095-604","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/372370-monitor-led-24-philips-243s7eymb-00.html","Philips 243S7EYMB/00","539,00 zł","23,8""","1920 x 1080","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/12/pr_2022_12_9_7_33_2_329_00.jpg"
"1698058101-605","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/372371-monitor-led-27-philips-273v7qdab-00.html","Philips 273V7QDAB/00","529,00 zł","27""","1920 x 1080","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/12/pr_2022_12_8_14_57_39_85_00.jpg"
"1698058109-606","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/381757-monitor-led-24-benq-pd2500q-srebrno-czarny.html","BenQ PD2500Q srebrno-czarny","1 199,00 zł","25""","2560 x 1440","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/12/pr_2022_12_13_6_47_32_163_01.jpg"
"1698058114-607","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/441171-monitor-led-22-iiyama-t2236msc-b2ag-dotykowy.html","iiyama T2236MSC-B2AG dotykowy","1 799,00 zł","21,5""","1920 x 1080","LED, AMVA","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2018/7/pr_2018_7_26_9_13_32_983_09.jpg"
"1698058120-608","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/478218-monitor-led-24-asus-vz249he-w-ultra-slim.html","ASUS VZ249HE-W Ultra-Slim","669,00 zł","23,8""","1920 x 1080","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/11/pr_2022_11_24_14_26_50_722_00.jpg"
"1698058124-609","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/490417-monitor-led-32-i-wiekszy-asus-rog-strix-xg49vq-curved-hdr.html","ASUS ROG STRIX XG49VQ Curved HDR","3 799,00 zł","49""","3840 x 1080","LED, VA","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/11/pr_2022_11_28_13_56_5_667_00.jpg"
"1698058130-610","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/491674-monitor-led-27-asus-vz279he-w-ultra-slim.html","ASUS VZ279HE-W Ultra-Slim","799,00 zł","27""","1920 x 1080","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/11/pr_2022_11_24_15_44_31_367_00.jpg"
"1698058136-611","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/536311-monitor-led-27-iiyama-xu2792hsu-b1.html","iiyama XU2792HSU-B1","699,00 zł","27""","1920 x 1080","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/8/pr_2023_8_16_11_6_29_863_00.jpg"
"1698058143-612","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/543244-monitor-led-24-aoc-24b2xh.html","AOC 24B2XH","419,00 zł","23,8""","1920 x 1080","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2020/2/pr_2020_2_5_15_40_53_887_05.jpg"
"1698058149-613","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/543245-monitor-led-27-aoc-27b2h.html","AOC 27B2H","519,00 zł","27""","1920 x 1080","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2020/2/pr_2020_2_5_15_51_53_148_05.jpg"
"1698058155-614","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/571718-monitor-led-24-asus-be24eqk.html","ASUS BE24EQK","859,00 zł","23,8""","1920 x 1080","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/11/pr_2022_11_25_8_58_23_538_00.jpg"
"1698058159-615","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/577548-monitor-led-27-asus-tuf-vg27wq-curved-hdr.html","ASUS TUF VG27WQ Curved HDR","1 399,00 zł","27""","2560 x 1440","LED, VA","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/11/pr_2022_11_28_8_27_13_69_00.jpg"
"1698058164-616","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/589505-monitor-led-24-benq-gw2475h-czarny.html","BenQ GW2475H czarny","449,00 zł","23,8""","1920 x 1080","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/12/pr_2022_12_13_6_22_38_356_00.jpg"
"1698058170-617","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/594051-monitor-led-27-asus-tuf-vg279ql1a.html","ASUS TUF VG279QL1A","949,00 zł","27""","1920 x 1080","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/11/pr_2022_11_28_7_36_34_470_00.jpg"
"1698058176-618","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/597737-monitor-led-32-i-wiekszy-asus-rog-strix-xg32vc-curved-hdr.html","ASUS ROG STRIX XG32VC Curved HDR","2 199,00 zł","31,5""","2560 x 1440","LED, VA","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/11/pr_2022_11_28_12_9_30_747_00.jpg"
"1698058183-619","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/601952-monitor-led-27-acer-ed270xbiipx-czarny-curved-240hz.html","Acer ED270XBIIPX czarny Curved 240Hz","1 249,00 zł","27""","1920 x 1080","LED, VA","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2020/11/pr_2020_11_3_12_48_55_153_00.jpg"
"1698058186-620","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/607244-monitor-led-32-i-wiekszy-lg-32un500-w-4k-hdr.html","LG 32UN500-W 4K HDR","1 549,00 zł","31,5""","3840 x 2160","LED, VA","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/12/pr_2022_12_7_9_37_15_72_00.jpg"
"1698058193-621","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/607662-monitor-led-32-i-wiekszy-msi-optix-mag301cr2-curved-czarny.html","MSI Optix MAG301CR2 Curved czarny","1 439,00 zł","29,5""","2560 x 1080","LED, VA","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/12/pr_2022_12_1_13_39_57_237_00.jpg"
"1698058198-622","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/624843-monitor-led-27-asus-tuf-vg289q1a-4k-hdr10.html","ASUS TUF VG289Q1A 4K HDR10","1 299,00 zł","28""","3840 x 2160","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/11/pr_2022_11_28_8_21_12_775_00.jpg"
"1698058203-623","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/638266-monitor-led-24-aoc-24b2xdam.html","AOC 24B2XDAM","429,00 zł","23,8""","1920 x 1080","LED, VA","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/3/pr_2021_3_30_17_10_3_461_05.jpg"
"1698058208-624","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/651481-monitor-led-24-philips-242e1gaj-00.html","Philips 242E1GAJ/00","659,00 zł","23,8""","1920 x 1080","LED, VA","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/12/pr_2022_12_9_7_25_1_17_00.jpg"
"1698058215-625","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/651483-monitor-led-24-philips-242e2fa-00.html","Philips 242E2FA/00","609,00 zł","23,8""","1920 x 1080","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/12/pr_2022_12_9_7_19_28_743_00.jpg"
"1698058220-626","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/651486-monitor-led-24-philips-241v8l-00.html","Philips 241V8L/00","409,00 zł","23,8""","1920 x 1080","LED, VA","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/12/pr_2022_12_8_14_58_58_712_00.jpg"
"1698058226-627","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/651489-monitor-led-24-philips-242s1ae-00.html","Philips 242S1AE/00","669,00 zł","23,8""","1920 x 1080","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/12/pr_2022_12_9_7_48_51_458_00.jpg"
"1698058235-628","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/651501-monitor-led-24-asus-tuf-vg249q1a.html","ASUS TUF VG249Q1A","939,00 zł","23,8""","1920 x 1080","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/11/pr_2022_11_25_7_13_31_844_00.jpg"
"1698058243-629","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/652162-monitor-led-27-philips-275b1-00.html","Philips 275B1/00","1 139,00 zł","27""","2560 x 1440","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/12/pr_2022_12_9_9_21_25_859_00.jpg"
"1698058248-630","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/652185-monitor-led-32-i-wiekszy-philips-325b1l-00.html","Philips 325B1L/00","1 129,00 zł","31,5""","2560 x 1440","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/12/pr_2022_12_9_9_22_24_700_00.jpg"
"1698058254-631","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/717174-monitor-led-21-i-mniejszy-lenovo-thinkvision-m15-czarny.html","Lenovo ThinkVision M15 czarny","1 199,00 zł","15,6""","1920 x 1080","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/1/pr_2022_1_26_8_49_4_404_00.jpg"
"1698058261-632","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/718664-monitor-led-32-i-wiekszy-msi-optix-mpg341qr-czarny.html","MSI Optix MPG341QR czarny","3 119,00 zł","34""","3440 x 1440","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/12/pr_2022_12_1_15_6_40_600_00.jpg"
"1698058266-633","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/724889-monitor-led-27-dell-c2723h.html","Dell C2723H","1 149,00 zł","27""","1920 x 1080","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/2/pr_2022_2_24_8_21_57_890_00.jpg"
"1698058274-634","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/726076-monitor-led-27-dell-e2723hn.html","Dell E2723HN","669,00 zł","27""","1920 x 1080","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/12/pr_2022_12_8_7_26_50_553_00.jpg"
"1698058280-635","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1051315-monitor-led-32-i-wiekszy-dell-g3223d-consumer.html","Dell G3223D Consumer","1 789,00 zł","31,5""","2560 x 1440","LED, TFT, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/8/pr_2022_8_2_15_22_21_4_01.jpg"
"1698058286-636","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1057966-monitor-led-27-asus-tuf-gaming-vg279q1r.html","ASUS TUF Gaming VG279Q1R","929,00 zł","27""","1920 x 1080","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/11/pr_2022_11_25_13_48_5_843_00.jpg"
"1698058292-637","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1069672-monitor-led-27-asus-tuf-gaming-vg27vqm-curved.html","ASUS TUF Gaming VG27VQM Curved","1 199,00 zł","27""","1920 x 1080","LED, VA","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/11/pr_2022_11_25_15_35_22_712_00.jpg"
"1698058296-638","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1078093-monitor-led-27-dell-g2723h.html","Dell G2723H","1 289,00 zł","27""","1920 x 1080","LED, TFT, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/10/pr_2022_10_6_7_36_21_635_05.jpg"
"1698058301-639","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1089009-monitor-led-32-i-wiekszy-aoc-cu34v5c.html","AOC CU34V5C","1 539,00 zł","34""","3440 x 1440","LED, VA","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/4/pr_2023_4_12_11_10_13_422_08.jpg"
"1698058307-640","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1106571-monitor-led-32-i-wiekszy-corsair-xeneon-flex-45wqhd240.html","Corsair XENEON FLEX 45WQHD240","7 499,00 zł","45""","3440 x 1440","OLED","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/1/pr_2023_1_10_15_44_29_391_00.jpg"
"1698058313-641","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1107269-monitor-led-27-asus-rog-swift-pg27aqn-360hz.html","ASUS ROG Swift PG27AQN 360Hz","5 749,00 zł","27""","2560 x 1440","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/1/pr_2023_1_12_12_32_51_283_05.jpg"
"1698058318-642","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1107292-monitor-led-27-asus-tuf-gaming-vg27aqa1a.html","ASUS TUF Gaming VG27AQA1A","1 199,00 zł","27""","2560 x 1440","LED, VA","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/1/pr_2023_1_12_9_14_51_366_00.jpg"
"1698058322-643","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1107300-monitor-led-27-asus-vp289q-4k.html","ASUS VP289Q 4K","1 249,00 zł","28""","3840 x 2160","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/1/pr_2023_1_11_15_24_40_816_00.jpg"
"1698058327-644","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1107357-monitor-led-32-i-wiekszy-asus-rog-strix-xg32uq-hdmi-21.html","ASUS ROG Strix XG32UQ HDMI 2.1","4 199,00 zł","32""","3840 x 2160","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/1/pr_2023_1_12_8_39_54_967_00.jpg"
"1698058332-645","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1123925-monitor-led-32-i-wiekszy-msi-g321cuv.html","MSI G321CUV","1 559,00 zł","31,5""","3840 x 2160","LED, VA","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/3/pr_2023_3_8_13_12_38_664_00.jpg"
"1698058337-646","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1123952-monitor-led-32-i-wiekszy-msi-g32cq4-e2.html","MSI G32CQ4 E2","1 439,00 zł","31,5""","2560 x 1440","LED, VA","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/3/pr_2023_3_8_10_0_27_192_00.jpg"
"1698058342-647","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1124346-monitor-led-27-samsung-s27a700nwpx-4k.html","Samsung S27A700NWPX 4K","1 399,00 zł","27""","3840 x 2160","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/12/pr_2022_12_2_11_29_52_778_00.jpg"
"1698058347-648","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1142199-monitor-led-27-iiyama-g-master-gb2730qsu-b5.html","iiyama G-Master GB2730QSU-B5","997,00 zł","27""","2560 x 1440","LED, TN","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/8/pr_2023_8_16_11_45_22_202_00.jpg"
"1698058353-649","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1142238-monitor-led-27-iiyama-prolite-xub2893uhsu-b5.html","iiyama Prolite XUB2893UHSU-B5","1 599,00 zł","28""","3840 x 2160","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/8/pr_2023_8_16_12_55_7_439_00.jpg"
"1698058357-650","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1145575-monitor-led-24-lenovo-thinkvision-t24i-30.html","Lenovo ThinkVision T24i-30","849,00 zł","24""","1920 x 1080","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/5/pr_2023_5_23_13_52_35_799_05.jpg"
"1698058362-651","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1155389-monitor-led-32-i-wiekszy-samsung-smart-m7-s32cm703uux.html","Samsung Smart M7 S32CM703UUX","2 189,00 zł","32""","3840 x 2160","LED, VA","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/6/pr_2023_6_28_13_9_58_882_00.jpg"
"1698058368-652","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1158880-monitor-led-32-i-wiekszy-samsung-s32c390eaux-curved.html","Samsung S32C390EAUX Curved","1 149,00 zł","32""","1920 x 1080","LED, VA","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/7/pr_2023_7_6_12_10_24_743_00.jpg"
"1698058375-653","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1159586-monitor-led-24-hp-omen-24-fhd-ips-165hz-1ms-gaming.html","HP OMEN 24 FHD IPS 165Hz 1ms Gaming","799,00 zł","23,8""","1920 x 1080","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/7/pr_2023_7_10_7_24_42_622_04.jpg"
"1698058381-654","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1159595-monitor-led-27-hp-omen-27q-qhd-ips-165hz-1ms-gaming.html","HP OMEN 27q QHD IPS 165Hz 1ms Gaming","1 299,00 zł","27""","2560 x 1440","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/7/pr_2023_7_7_11_3_59_25_05.jpg"
"1698058386-655","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1163330-monitor-led-24-iiyama-xb2483hsu-b5.html","iiyama XB2483HSU-B5","699,00 zł","23,8""","1920 x 1080","LED, VA","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/7/pr_2023_7_28_14_24_9_790_02.jpg"
"1698058392-656","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1163353-monitor-led-27-iiyama-xub2792uhsu-b5.html","iiyama XUB2792UHSU-B5","1 649,00 zł","27""","3840 x 2160","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/7/pr_2023_7_27_14_4_27_403_01.jpg"
"1698058397-657","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1163712-monitor-led-32-i-wiekszy-samsung-odyssey-g9-s49cg950sux-oled.html","Samsung Odyssey G9 S49CG950SUX OLED","9 699,00 zł","49""","5120 x 1440","OLED","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/7/pr_2023_7_25_11_4_6_297_06.jpg"
"1698058403-658","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1165191-monitor-led-24-dell-p2423de-5y.html","Dell P2423DE/5Y","1 359,00 zł","23,8""","2560 x 1440","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/7/pr_2022_7_12_8_58_56_589_00.jpg"
"1698058410-659","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1165195-monitor-led-27-dell-p2722he-5y.html","Dell P2722HE/5Y","1 119,00 zł","27""","1920 x 1080","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/12/pr_2022_12_8_10_46_36_108_00.jpg"
"1698058416-660","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1166528-monitor-led-27-eizo-flexscan-ev2781-wt.html","Eizo FlexScan EV2781-WT","2 699,00 zł","27""","2560 x 1440","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/8/pr_2023_8_11_11_18_30_107_00.jpg"
